Неделя,Продажи упаковки,Россия 1,Домашний,НТВ,Первый Канал,Пятый Канал,ТВ Центр,ТВ-3,Рен ТВ,Звезда,Нишевые каналы,Реклама в прессе,Конкурент1,Конкурент2,Конкурент3,Конкурент4,Цена бренда,Средняя цена в категории,Неделя,Lag 4,Lag 5,Lag 6,Lag 7,Lag 8,Lag 9,Lag 10,Lag 11,Lag 12
2012-02-13,11855.0,37,4,40,0,0,0,11,0,7,18,9,32,0,0,2,81,140,7,14072.0,12175.0,9525.0,10436.0,11228.0,12717.0,14669.0,11383.0,10865.0
2012-02-20,10319.0,0,3,39,0,0,0,0,0,0,0,14,29,16,11,1,81,141,8,11465.0,14072.0,12175.0,9525.0,10436.0,11228.0,12717.0,14669.0,11383.0
2012-02-27,11024.0,0,0,0,0,0,0,0,0,0,0,3,5,12,62,0,82,143,9,10160.0,11465.0,14072.0,12175.0,9525.0,10436.0,11228.0,12717.0,14669.0
2012-03-05,10987.0,0,0,0,52,11,15,11,0,0,11,0,34,18,43,0,82,143,10,11399.0,10160.0,11465.0,14072.0,12175.0,9525.0,10436.0,11228.0,12717.0
2012-03-12,13169.0,0,10,50,56,16,11,11,0,0,11,20,34,5,18,0,94,146,11,11855.0,11399.0,10160.0,11465.0,14072.0,12175.0,9525.0,10436.0,11228.0
2012-03-19,10968.0,0,11,38,0,0,0,0,0,0,0,38,35,0,7,0,87,142,12,10319.0,11855.0,11399.0,10160.0,11465.0,14072.0,12175.0,9525.0,10436.0
2012-03-26,10250.0,0,0,0,0,0,0,0,0,0,0,82,0,0,46,0,87,143,13,11024.0,10319.0,11855.0,11399.0,10160.0,11465.0,14072.0,12175.0,9525.0
2012-04-02,10231.0,0,0,0,63,23,18,0,0,0,0,0,0,14,33,0,90,148,14,10987.0,11024.0,10319.0,11855.0,11399.0,10160.0,11465.0,14072.0,12175.0
2012-04-09,9699.0,0,0,0,52,22,9,0,0,0,0,0,0,13,31,0,91,142,15,13169.0,10987.0,11024.0,10319.0,11855.0,11399.0,10160.0,11465.0,14072.0
2012-04-16,10098.0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,89,141,16,10968.0,13169.0,10987.0,11024.0,10319.0,11855.0,11399.0,10160.0,11465.0
2012-04-23,9514.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,90,144,17,10250.0,10968.0,13169.0,10987.0,11024.0,10319.0,11855.0,11399.0,10160.0
2012-04-30,8393.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,138,18,10231.0,10250.0,10968.0,13169.0,10987.0,11024.0,10319.0,11855.0,11399.0
2012-05-07,7421.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,139,19,9699.0,10231.0,10250.0,10968.0,13169.0,10987.0,11024.0,10319.0,11855.0
2012-05-14,9789.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,142,20,10098.0,9699.0,10231.0,10250.0,10968.0,13169.0,10987.0,11024.0,10319.0
2012-05-21,8604.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,144,21,9514.0,10098.0,9699.0,10231.0,10250.0,10968.0,13169.0,10987.0,11024.0
2012-05-28,7991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,148,22,8393.0,9514.0,10098.0,9699.0,10231.0,10250.0,10968.0,13169.0,10987.0
2012-06-04,8143.0,46,0,0,0,0,0,0,0,3,3,0,0,0,0,0,90,147,23,7421.0,8393.0,9514.0,10098.0,9699.0,10231.0,10250.0,10968.0,13169.0
2012-06-11,8850.0,43,0,0,0,0,0,0,0,9,9,0,0,0,0,0,90,139,24,9789.0,7421.0,8393.0,9514.0,10098.0,9699.0,10231.0,10250.0,10968.0
2012-06-18,9439.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,146,25,8604.0,9789.0,7421.0,8393.0,9514.0,10098.0,9699.0,10231.0,10250.0
2012-06-25,8848.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,90,144,26,7991.0,8604.0,9789.0,7421.0,8393.0,9514.0,10098.0,9699.0,10231.0
2012-07-02,9550.0,0,0,0,47,0,0,0,0,6,6,0,0,11,0,0,91,147,27,8143.0,7991.0,8604.0,9789.0,7421.0,8393.0,9514.0,10098.0,9699.0
2012-07-09,10675.0,0,0,0,50,0,0,0,0,7,7,0,0,12,0,0,90,143,28,8850.0,8143.0,7991.0,8604.0,9789.0,7421.0,8393.0,9514.0,10098.0
2012-07-16,10382.0,48,0,0,0,0,0,0,0,0,0,0,0,5,0,0,90,144,29,9439.0,8850.0,8143.0,7991.0,8604.0,9789.0,7421.0,8393.0,9514.0
2012-07-23,9974.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,142,30,8848.0,9439.0,8850.0,8143.0,7991.0,8604.0,9789.0,7421.0,8393.0
2012-07-30,9294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,145,31,9550.0,8848.0,9439.0,8850.0,8143.0,7991.0,8604.0,9789.0,7421.0
2012-08-06,9105.0,0,5,0,0,0,0,0,13,0,13,30,0,14,0,0,93,142,32,10675.0,9550.0,8848.0,9439.0,8850.0,8143.0,7991.0,8604.0,9789.0
2012-08-13,9135.0,0,9,0,0,0,0,0,15,0,15,53,0,15,0,0,90,141,33,10382.0,10675.0,9550.0,8848.0,9439.0,8850.0,8143.0,7991.0,8604.0
2012-08-20,9503.0,0,0,0,0,0,0,0,0,0,0,25,0,17,0,0,89,139,34,9974.0,10382.0,10675.0,9550.0,8848.0,9439.0,8850.0,8143.0,7991.0
2012-08-27,8983.0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,89,142,35,9294.0,9974.0,10382.0,10675.0,9550.0,8848.0,9439.0,8850.0,8143.0
2012-09-03,8887.0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,88,136,36,9105.0,9294.0,9974.0,10382.0,10675.0,9550.0,8848.0,9439.0,8850.0
2012-09-10,8568.0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,88,131,37,9135.0,9105.0,9294.0,9974.0,10382.0,10675.0,9550.0,8848.0,9439.0
2012-09-17,8056.0,0,0,0,0,0,0,0,0,0,0,66,0,17,17,0,89,133,38,9503.0,9135.0,9105.0,9294.0,9974.0,10382.0,10675.0,9550.0,8848.0
2012-09-24,8001.0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0,88,137,39,8983.0,9503.0,9135.0,9105.0,9294.0,9974.0,10382.0,10675.0,9550.0
2012-10-01,8606.0,0,0,0,0,0,0,0,0,0,0,30,0,17,25,0,89,138,40,8887.0,8983.0,9503.0,9135.0,9105.0,9294.0,9974.0,10382.0,10675.0
2012-10-08,9226.0,46,0,0,0,0,0,0,0,0,0,30,0,5,2,0,89,134,41,8568.0,8887.0,8983.0,9503.0,9135.0,9105.0,9294.0,9974.0,10382.0
2012-10-15,9696.0,41,0,0,0,0,0,0,0,0,0,21,0,0,0,0,88,132,42,8056.0,8568.0,8887.0,8983.0,9503.0,9135.0,9105.0,9294.0,9974.0
2012-10-22,8401.0,0,0,0,0,0,0,0,0,0,0,28,38,0,0,0,90,135,43,8001.0,8056.0,8568.0,8887.0,8983.0,9503.0,9135.0,9105.0,9294.0
2012-10-29,8649.0,0,11,0,0,19,14,0,0,0,0,3,43,14,0,0,90,136,44,8606.0,8001.0,8056.0,8568.0,8887.0,8983.0,9503.0,9135.0,9105.0
2012-11-05,8140.0,0,11,0,0,20,11,0,0,0,0,0,29,15,0,0,94,134,45,9226.0,8606.0,8001.0,8056.0,8568.0,8887.0,8983.0,9503.0,9135.0
2012-11-12,8654.0,45,0,0,0,0,0,0,0,0,0,4,27,15,0,0,93,135,46,9696.0,9226.0,8606.0,8001.0,8056.0,8568.0,8887.0,8983.0,9503.0
2012-11-19,8530.0,46,0,0,0,0,0,0,0,0,0,0,37,5,0,0,97,139,47,8401.0,9696.0,9226.0,8606.0,8001.0,8056.0,8568.0,8887.0,8983.0
2012-11-26,8032.0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,95,134,48,8649.0,8401.0,9696.0,9226.0,8606.0,8001.0,8056.0,8568.0,8887.0
2012-12-03,8118.0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,95,135,49,8140.0,8649.0,8401.0,9696.0,9226.0,8606.0,8001.0,8056.0,8568.0
2012-12-10,8985.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,141,50,8654.0,8140.0,8649.0,8401.0,9696.0,9226.0,8606.0,8001.0,8056.0
2012-12-17,7780.0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96,143,51,8530.0,8654.0,8140.0,8649.0,8401.0,9696.0,9226.0,8606.0,8001.0
2012-12-24,7908.0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,101,144,52,8032.0,8530.0,8654.0,8140.0,8649.0,8401.0,9696.0,9226.0,8606.0
2012-12-31,7858.334008192513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,140,1,8118.0,8032.0,8530.0,8654.0,8140.0,8649.0,8401.0,9696.0,9226.0
2013-01-07,8832.102241642504,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,97,138,2,8985.0,8118.0,8032.0,8530.0,8654.0,8140.0,8649.0,8401.0,9696.0
2013-01-14,9671.753426294974,46,7,0,37,17,0,0,0,0,0,0,0,0,0,0,97,142,3,7780.0,8985.0,8118.0,8032.0,8530.0,8654.0,8140.0,8649.0,8401.0
2013-01-21,8927.246255531572,0,0,0,55,16,0,0,0,0,0,0,0,0,0,0,98,142,4,7908.0,7780.0,8985.0,8118.0,8032.0,8530.0,8654.0,8140.0,8649.0
2013-01-28,7913.946200913899,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,97,145,5,7858.334008192513,7908.0,7780.0,8985.0,8118.0,8032.0,8530.0,8654.0,8140.0
2013-02-04,8926.671336486208,43,0,0,0,0,7,7,0,0,7,0,0,19,22,0,97,146,6,8832.102241642504,7858.334008192513,7908.0,7780.0,8985.0,8118.0,8032.0,8530.0,8654.0
2013-02-11,9279.76649139472,36,8,0,0,0,7,7,0,0,7,0,0,21,18,0,97,147,7,9671.753426294974,8832.102241642504,7858.334008192513,7908.0,7780.0,8985.0,8118.0,8032.0,8530.0
2013-02-18,8714.144409438037,0,12,0,0,0,0,0,0,0,0,0,0,22,20,0,98,150,8,8927.246255531572,9671.753426294974,8832.102241642504,7858.334008192513,7908.0,7780.0,8985.0,8118.0,8032.0
2013-02-25,8112.116430993681,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0,99,153,9,7913.946200913899,8927.246255531572,9671.753426294974,8832.102241642504,7858.334008192513,7908.0,7780.0,8985.0,8118.0
2013-03-04,7882.448645333148,0,0,0,0,24,9,9,0,0,9,0,0,0,0,0,99,149,10,8926.671336486208,7913.946200913899,8927.246255531572,9671.753426294974,8832.102241642504,7858.334008192513,7908.0,7780.0,8985.0
2013-03-11,9389.708085339913,43,14,0,0,29,12,12,8,0,20,0,0,20,0,0,99,153,11,9279.76649139472,8926.671336486208,7913.946200913899,8927.246255531572,9671.753426294974,8832.102241642504,7858.334008192513,7908.0,7780.0
2013-03-18,9636.532078919145,45,13,0,0,0,0,0,8,0,8,0,0,22,0,0,99,151,12,8714.144409438037,9279.76649139472,8926.671336486208,7913.946200913899,8927.246255531572,9671.753426294974,8832.102241642504,7858.334008192513,7908.0
2013-03-25,8442.544161667387,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,100,152,13,8112.116430993681,8714.144409438037,9279.76649139472,8926.671336486208,7913.946200913899,8927.246255531572,9671.753426294974,8832.102241642504,7858.334008192513
2013-04-01,8036.69353483026,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,100,154,14,7882.448645333148,8112.116430993681,8714.144409438037,9279.76649139472,8926.671336486208,7913.946200913899,8927.246255531572,9671.753426294974,8832.102241642504
2013-04-08,9163.98300031161,50,0,0,0,0,0,0,0,0,0,0,0,21,0,0,100,151,15,9389.708085339913,7882.448645333148,8112.116430993681,8714.144409438037,9279.76649139472,8926.671336486208,7913.946200913899,8927.246255531572,9671.753426294974
2013-04-15,9784.717540774931,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,150,16,9636.532078919145,9389.708085339913,7882.448645333148,8112.116430993681,8714.144409438037,9279.76649139472,8926.671336486208,7913.946200913899,8927.246255531572
2013-04-22,8785.19921579748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,152,17,8442.544161667387,9636.532078919145,9389.708085339913,7882.448645333148,8112.116430993681,8714.144409438037,9279.76649139472,8926.671336486208,7913.946200913899
2013-04-29,8105.067999508892,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,100,152,18,8036.69353483026,8442.544161667387,9636.532078919145,9389.708085339913,7882.448645333148,8112.116430993681,8714.144409438037,9279.76649139472,8926.671336486208
2013-05-06,8239.965996762625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,151,19,9163.98300031161,8036.69353483026,8442.544161667387,9636.532078919145,9389.708085339913,7882.448645333148,8112.116430993681,8714.144409438037,9279.76649139472
2013-05-13,8890.815063851558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,151,20,9784.717540774931,9163.98300031161,8036.69353483026,8442.544161667387,9636.532078919145,9389.708085339913,7882.448645333148,8112.116430993681,8714.144409438037
2013-05-20,8990.692191952818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,153,21,8785.19921579748,9784.717540774931,9163.98300031161,8036.69353483026,8442.544161667387,9636.532078919145,9389.708085339913,7882.448645333148,8112.116430993681
2013-05-27,9263.305253552127,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,155,22,8105.067999508892,8785.19921579748,9784.717540774931,9163.98300031161,8036.69353483026,8442.544161667387,9636.532078919145,9389.708085339913,7882.448645333148
2013-06-03,8885.22790994565,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,157,23,8239.965996762625,8105.067999508892,8785.19921579748,9784.717540774931,9163.98300031161,8036.69353483026,8442.544161667387,9636.532078919145,9389.708085339913
2013-06-10,8390.2053718039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,153,24,8890.815063851558,8239.965996762625,8105.067999508892,8785.19921579748,9784.717540774931,9163.98300031161,8036.69353483026,8442.544161667387,9636.532078919145
2013-06-17,8861.34465100049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,155,25,8990.692191952818,8890.815063851558,8239.965996762625,8105.067999508892,8785.19921579748,9784.717540774931,9163.98300031161,8036.69353483026,8442.544161667387
2013-06-24,9018.73404744552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,155,26,9263.305253552127,8990.692191952818,8890.815063851558,8239.965996762625,8105.067999508892,8785.19921579748,9784.717540774931,9163.98300031161,8036.69353483026
2013-07-01,8658.264300577832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,156,27,8885.22790994565,9263.305253552127,8990.692191952818,8890.815063851558,8239.965996762625,8105.067999508892,8785.19921579748,9784.717540774931,9163.98300031161
2013-07-08,8279.3007878573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,153,28,8390.2053718039,8885.22790994565,9263.305253552127,8990.692191952818,8890.815063851558,8239.965996762625,8105.067999508892,8785.19921579748,9784.717540774931
2013-07-15,8491.36399568319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,152,29,8861.34465100049,8390.2053718039,8885.22790994565,9263.305253552127,8990.692191952818,8890.815063851558,8239.965996762625,8105.067999508892,8785.19921579748
2013-07-22,8864.240114775064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,157,30,9018.73404744552,8861.34465100049,8390.2053718039,8885.22790994565,9263.305253552127,8990.692191952818,8890.815063851558,8239.965996762625,8105.067999508892
2013-07-29,8861.44816047727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,147,31,8658.264300577832,9018.73404744552,8861.34465100049,8390.2053718039,8885.22790994565,9263.305253552127,8990.692191952818,8890.815063851558,8239.965996762625
2013-08-05,8542.676425377624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,150,32,8279.3007878573,8658.264300577832,9018.73404744552,8861.34465100049,8390.2053718039,8885.22790994565,9263.305253552127,8990.692191952818,8890.815063851558
2013-08-12,8462.843279033912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,152,33,8491.36399568319,8279.3007878573,8658.264300577832,9018.73404744552,8861.34465100049,8390.2053718039,8885.22790994565,9263.305253552127,8990.692191952818
2013-08-19,8585.15713337856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,152,34,8864.240114775064,8491.36399568319,8279.3007878573,8658.264300577832,9018.73404744552,8861.34465100049,8390.2053718039,8885.22790994565,9263.305253552127
2013-08-26,8750.928398037724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,152,35,8861.44816047727,8864.240114775064,8491.36399568319,8279.3007878573,8658.264300577832,9018.73404744552,8861.34465100049,8390.2053718039,8885.22790994565
2013-09-02,8720.858517642873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,152,36,8542.676425377624,8861.44816047727,8864.240114775064,8491.36399568319,8279.3007878573,8658.264300577832,9018.73404744552,8861.34465100049,8390.2053718039
2013-09-09,8497.498036759387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,152,37,8462.843279033912,8542.676425377624,8861.44816047727,8864.240114775064,8491.36399568319,8279.3007878573,8658.264300577832,9018.73404744552,8861.34465100049
2013-09-16,8505.233632331432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,157,38,8585.15713337856,8462.843279033912,8542.676425377624,8861.44816047727,8864.240114775064,8491.36399568319,8279.3007878573,8658.264300577832,9018.73404744552
2013-09-23,10192.391185396355,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,96,158,39,8750.928398037724,8585.15713337856,8462.843279033912,8542.676425377624,8861.44816047727,8864.240114775064,8491.36399568319,8279.3007878573,8658.264300577832
